abiFy,abiKe,abiBi,abilmaa,abiLmab,kakFy,kakKe,kakBi,kakMaa,kakMab,yksFy,yksKe,yksBi,yksMaa,yksMab
7.98489891120457,7.701044418267057,8.350186798228995,7.525268903121711,6.986846486846487,8.015850580170634,7.962765174142863,8.158256789595761,7.789556506134808,6.78951418951419,7.808228943789288,8.274540735497354,8.20978715594956,7.482359514687101,6.596031746031746
