group,lbi01,lbi02,lbi03,lbi04,lbi05,lbi06
22d,6,8,8,-,-,-
22d,7,6,6,6,6,-
22d,7,6,6,-,-,-
22d,7,8,8,7,8,-
22d,8,7,7,7,6,-
22d,8,7,7,-,-,-
22d,8,7,7,-,-,-
22d,8,9,9,7,7,-
22d,8,8,8,-,-,-
22d,8,7,7,9,8,-
22d,8,7,7,-,-,-
22d,8,7,7,9,-,-
22d,8,9,9,-,-,-
22d,8,9,9,9,8,-
22d,8,9,9,9,9,-
22d,9,9,9,9,7,-
22d,9,10,10,9,9,-
22d,9,9,9,9,8,-
22d,9,8,8,9,8,-
22d,9,9,9,8,8,-
22d,10,9,9,9,9,-
22d,10,10,10,10,10,-
22d,10,10,10,9,9,-
22d,10,10,10,10,10,-
22d,10,10,10,9,10,-
