vsk21aFysiikka.csv,vsk21aKemia.csv,vsk21aLbi.csv,vsk21almaa.csv,vsk21aLmab.csv,vsk21bFysiikka.csv,vsk21bKemia.csv,vsk21bLbi.csv,vsk21blmaa.csv,vsk21bLmab.csv,vsk21cFysiikka.csv,vsk21cKemia.csv,vsk21cLbi.csv,vsk21clmaa.csv,vsk21cLmab.csv,vsk21dFysiikka.csv,vsk21dKemia.csv,vsk21dLbi.csv,vsk21dlmaa.csv,vsk21dLmab.csv,vsk21eFysiikka.csv,vsk21eKemia.csv,vsk21eLbi.csv,vsk21elmaa.csv,vsk21eLmab.csv,vsk22aFysiikka.csv,vsk22aKemia.csv,vsk22aLbi.csv,vsk22almaa.csv,vsk22aLmab.csv,vsk22bFysiikka.csv,vsk22bKemia.csv,vsk22bLbi.csv,vsk22blmaa.csv,vsk22bLmab.csv,vsk22cFysiikka.csv,vsk22cKemia.csv,vsk22cLbi.csv,vsk22clmaa.csv,vsk22cLmab.csv,vsk22dFysiikka.csv,vsk22dKemia.csv,vsk22dLbi.csv,vsk22dlmaa.csv,vsk22dLmab.csv,vsk22eFysiikka.csv,vsk22eKemia.csv,vsk22eLbi.csv,vsk22elmaa.csv,vsk22eLmab.csv,vsk22fFysiikka.csv,vsk22fKemia.csv,vsk22fLbi.csv,vsk22flmaa.csv,vsk22fLmab.csv,vsk23aFysiikka.csv,vsk23aKemia.csv,vsk23aLbi.csv,vsk23almaa.csv,vsk23aLmab.csv,vsk23bFysiikka.csv,vsk23bKemia.csv,vsk23bLbi.csv,vsk23blmaa.csv,vsk23bLmab.csv,vsk23cFysiikka.csv,vsk23cKemia.csv,vsk23cLbi.csv,vsk23clmaa.csv,vsk23cLmab.csv,vsk23dFysiikka.csv,vsk23dKemia.csv,vsk23dLbi.csv,vsk23dlmaa.csv,vsk23dLmab.csv,vsk23eFysiikka.csv,vsk23eKemia.csv,vsk23eLbi.csv,vsk23elmaa.csv,vsk23eLmab.csv,vsk23fFysiikka.csv,vsk23fKemia.csv,vsk23fLbi.csv,vsk23flmaa.csv,vsk23fLmab.csv,vsk23vFysiikka.csv,vsk23vKemia.csv,vsk23vLbi.csv,vsk23vlmaa.csv,vsk23vLmab.csv
6.97567049808429,6.616379310344828,7.180715197956577,6.96547619047619,5.7749999999999995,7.184374999999999,6.861111111111111,6.877777777777777,7.321531100478469,6.396306818181818,7.493493788819876,6.882548309178745,7.3542884990253405,7.341040518701688,7.375,6.842316017316017,6.172222222222222,6.790886699507389,6.337554112554113,5.552806568431569,6.706486042692939,5.9697865353037765,6.787312113174181,6.488038277511962,5.539285714285714,7.394859307359307,6.955555555555556,7.1623809523809525,7.379259259259259,6.4,6.944065969872422,6.540000000000001,6.312183908045977,,5.154545454545454,6.728652052926433,6.412121212121212,6.124444444444444,,4.267857142857142,6.973066559957315,6.865509259259259,6.7191111111111095,7.067142857142857,,7.164127304147465,6.220071684587813,6.632636262513904,,5.111111111111112,6.240362811791383,5.657142857142857,6.275210084033613,,5.222222222222223,5.6000000000000005,4.416666666666666,0.0,0.0,4.166666666666667,5.322222222222222,6.06896551724138,5.922222222222222,0.0,3.75,4.838709677419355,4.048387096774194,0.0,0.0,3.5833333333333335,5.373737373737374,4.454545454545455,5.487878787878788,,2.8333333333333335,5.161290322580645,4.0,0.0,4.5,3.1000000000000005,5.7988505747126435,6.172413793103448,4.275862068965518,,4.142857142857143,6.214285714285714,4.571428571428571,5.619047619047618,5.5,0.0
