group,lbi01,lbi02,lbi03,lbi04,lbi05,lbi06,lbi07,lbi08,lbi09,lbi10,lbi11,lfy01,lfy02,lfy03,lfy04,lfy05,lfy06,lfy07,lfy08,lfy09,lfy10,lfy11,lfy12,lke01,lke02,lke03,lke04,lke05,lke06,lke07,lke08,lke09,lke10,lke11,lmay01A,lmaa02,lmaa03,lmaa04,lmaa05,lmaa06,lmaa07,lmaa08,lmaa09,lmaa10,lmaa11,lmaa12,lmaa13,lmaa14,lmaa15,lmaa16,lmaa17,lmaa18,lmaa19,lmaa20,lmay01B,lmab02,lmab03,lmab04,lmab05,lmab06,lmab07,lmab08,lmab09,lmab10,lmab11,lmab12,lmab13,lmab14,lmab15,Hylättyjä arvosanoja,Arvosanojen lukumäärä,Opintoviikkoja,Keskiarvo
22e,8,8,8,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,9,9,8,-,-,-,-,-,-,-,-,-,-,-,16.0,20.0,8.33
22e,8,7,7,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,5,6,7,-,-,-,-,-,-,-,-,-,-,-,16.0,20.0,6.5
22e,8,7,7,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,7,6,5,7,-,-,-,-,-,-,-,-,-,-,-,16.0,20.0,7.0
22e,8,8,8,-,-,-,-,S¹,-,-,-,8,8,-,8,8,8,8,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,6,7,6,7,6,6,6,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.0,38.0,7.26
22e,9,8,8,8,8,-,-,-,-,S¹,-,9,9,9,-,-,-,-,-,-,-,-,-,8,8,7,7,8,-,-,-,-,-,-,8,7,7,7,7,7,7,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,41.0,7.86
22e,9,8,8,8,7,-,-,S¹,-,-,-,10,10,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,8,6,8,7,8,8,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.0,34.0,8.18
22e,9,7,7,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,9,9,8,8,7,-,-,-,-,-,-,8,7,6,7,7,8,8,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.0,34.0,7.61
22e,9,9,9,9,8,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,8,8,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,5,6,9,8,-,-,-,-,-,S¹,-,-,-,-,-,20.0,25.0,8.07
22e,9,10,9,9,10,-,-,S¹,-,-,-,10,10,7,7,-,-,-,-,-,-,-,-,9,9,8,7,8,-,-,-,-,-,-,9,8,7,8,9,8,8,-,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.0,44.0,8.48
22e,9,8,8,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,9,8,9,8,9,9,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.0,26.0,8.8
22e,9,8,8,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,8,6,6,7,-,-,-,-,-,-,-,-,-,-,-,16.0,20.0,7.67
22e,9,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,6,7,9,9,-,-,-,-,-,-,-,-,-,-,-,14.0,18.0,8.1
22e,9,9,9,9,9,-,-,-,-,-,-,9,9,9,10,10,10,8,-,-,-,-,-,9,9,8,8,9,-,-,-,-,S¹,-,10,9,8,9,9,9,9,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,50.0,8.96
22e,9,8,8,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,9,9,7,6,9,-,-,-,-,-,-,9,8,6,8,8,8,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.0,34.0,7.89
22e,9,8,8,-,-,-,-,-,-,-,-,10,10,7,8,7,7,7,-,-,-,-,-,8,8,-,-,-,-,-,S¹,-,-,-,7,8,7,8,9,9,9,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,40.0,8.1
22e,9,8,8,-,-,-,-,S¹,-,S¹,-,9,9,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,7,8,8,8,-,-,-,-,-,-,-,-,-,-,-,18.0,24.0,7.75
22e,9,9,9,10,8,-,-,-,-,S¹,-,8,8,8,9,9,9,8,-,-,-,-,-,10,10,8,9,6,-,-,-,-,-,-,8,9,9,9,9,9,9,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,50.0,8.68
22e,9,9,9,-,-,-,-,-,-,-,-,9,9,9,10,10,7,6,8,-,-,-,-,8,8,6,6,6,-,-,-,-,-,-,8,9,8,9,8,8,8,-,8,6,-,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,48.0,8.04
22e,9,8,8,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,7,7,9,10,-,-,-,-,-,-,-,-,-,-,-,16.0,20.0,8.33
22e,10,9,9,10,10,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,9,9,7,9,9,8,8,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.0,30.0,8.82
22e,10,9,9,-,-,-,-,S¹,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,7,6,9,7,-,-,-,-,-,S¹,S¹,-,-,-,-,19.0,25.0,8.08
