group,lbi01,lbi02,lbi03,lbi04,lbi05,lbi06,lbi07,lbi08,lbi09,lbi10,lbi11,lfy01,lfy02,lfy03,lfy04,lfy05,lfy06,lfy07,lfy08,lfy09,lfy10,lfy11,lfy12,lke01,lke02,lke03,lke04,lke05,lke06,lke07,lke08,lke09,lke10,lke11,lmay01A,lmaa02,lmaa03,lmaa04,lmaa05,lmaa06,lmaa07,lmaa08,lmaa09,lmaa10,lmaa11,lmaa12,lmaa13,lmaa14,lmaa15,lmaa16,lmaa17,lmaa18,lmaa19,lmaa20,lmay01B,lmab02,lmab03,lmab04,lmab05,lmab06,lmab07,lmab08,lmab09,lmab10,lmab11,lmab12,lmab13,lmab14,lmab15,Hylättyjä arvosanoja,Arvosanojen lukumäärä,Opintoviikkoja,Keskiarvo
22e,7,7,7,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,5,7,6,4,-,-,-,-,-,-,-,-,-,-,2,16.0,18.0,6.58
22e,7,8,8,-,-,-,-,-,-,-,-,8,8,-,K,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,7,6,8,6,-,-,-,-,-,-,-,-,-,-,-,17.0,18.0,7.33
22e,7,9,9,7,7,-,-,-,-,S¹,-,9,9,9,5,9,8,-,-,-,-,-,-,7,7,8,7,8,-,-,S¹,-,S¹,-,8,6,5,6,5,6,6,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.0,50.0,7.29
22e,7,9,9,-,-,-,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,7,7,10,8,-,-,-,-,-,-,-,S¹,-,-,-,17.0,21.0,8.58
22e,8,8,8,6,7,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,8,5,7,4,-,-,-,-,-,-,-,-,-,-,1,19.0,24.0,6.79
22e,8,8,8,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,7,6,9,9,-,-,-,-,-,-,-,-,-,-,-,16.0,18.0,7.75
22e,8,8,8,7,8,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,4,6,8,7,-,-,-,-,-,-,-,-,-,-,1,18.0,22.0,7.29
22e,8,8,8,-,7,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,6,4,4,4,-,-,-,-,-,-,-,-,-,-,3,17.0,22.0,6.46
22e,8,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,7,5,7,8,-,-,-,-,-,-,-,-,-,-,-,14.0,18.0,7.1
22e,8,8,8,-,-,-,-,-,-,-,-,7,7,7,-,-,-,-,-,-,-,-,-,7,7,8,7,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,8,6,8,9,-,-,-,-,-,-,-,-,-,-,-,20.0,28.0,7.44
