group,lbi01,lbi02,lbi03,lbi04,lbi05,lbi06,lbi07,lbi08,lbi09,lbi10,lbi11,lfy01,lfy02,lfy03,lfy04,lfy05,lfy06,lfy07,lfy08,lfy09,lfy10,lfy11,lfy12,lke01,lke02,lke03,lke04,lke05,lke06,lke07,lke08,lke09,lke10,lke11,lmay01A,lmaa02,lmaa03,lmaa04,lmaa05,lmaa06,lmaa07,lmaa08,lmaa09,lmaa10,lmaa11,lmaa12,lmaa13,lmaa14,lmaa15,lmaa16,lmaa17,lmaa18,lmaa19,lmaa20,lmay01B,lmab02,lmab03,lmab04,lmab05,lmab06,lmab07,lmab08,lmab09,lmab10,lmab11,lmab12,lmab13,lmab14,lmab15,Hylättyjä arvosanoja,Arvosanojen lukumäärä,Opintoviikkoja,Keskiarvo
22d,8,7,7,-,-,-,-,-,-,-,-,8,8,8,9,6,8,6,-,-,-,-,-,8,8,7,6,8,-,-,-,-,-,-,8,7,9,7,5,6,6,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.0,43.0,7.39
22d,8,7,7,9,-,-,S¹,-,-,-,-,7,7,K,K,6,6,K,-,-,-,-,-,8,8,8,-,-,6,S¹,K¹,-,-,-,7,5,6,5,4,K,K,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,30.0,35.0,6.56
22d,8,9,9,-,-,-,-,-,-,-,-,9,9,7,8,9,10,9,-,-,-,-,-,10,10,8,9,10,-,-,S¹,-,-,-,9,9,10,9,10,9,9,-,9,-,9,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,48.0,9.04
22d,8,9,9,9,8,-,-,-,-,S¹,-,8,8,9,6,6,-,-,-,-,-,-,-,7,7,6,-,-,-,-,-,-,-,-,8,7,7,7,6,7,7,-,9,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.0,42.0,7.5
22d,8,9,9,9,9,-,-,-,-,-,-,8,8,6,7,7,7,7,-,-,-,-,-,7,7,-,-,-,-,-,S¹,-,-,-,7,7,7,7,8,8,8,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.0,42.0,7.68
22d,9,9,9,9,7,-,-,-,-,S¹,-,9,9,9,10,9,9,K,-,-,-,-,-,9,9,9,9,10,-,-,-,-,-,-,8,8,8,8,9,8,8,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,47.0,8.75
22d,9,10,10,9,9,-,-,-,-,-,-,9,9,7,7,9,8,8,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,9,9,8,9,10,10,10,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,40.0,8.86
22d,9,9,9,9,8,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,10,10,9,7,10,-,-,S¹,-,S¹,-,7,7,9,7,6,9,9,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,40.0,8.6
22d,9,8,8,9,8,-,-,-,-,-,-,8,8,8,9,8,8,8,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,7,8,7,7,7,7,-,9,-,8,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.0,45.0,8.09
22d,9,9,9,8,8,-,-,-,-,-,S¹,8,8,10,10,9,5,-,-,-,-,-,S¹,8,8,7,9,9,9,S¹,-,-,-,S¹,9,8,9,9,7,8,6,8,9,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.0,58.0,8.22
22d,10,9,9,9,9,-,-,-,-,S¹,-,9,9,9,9,8,10,10,-,-,-,-,-,10,10,9,9,10,-,-,S¹,-,-,-,10,9,9,9,10,9,9,-,10,-,-,-,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32.0,52.0,9.32
22d,10,10,10,10,10,-,-,-,-,-,-,10,10,10,10,10,K,-,-,-,-,-,-,10,10,10,9,10,-,-,-,-,S¹,-,9,10,10,10,9,9,9,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,44.0,9.78
22d,10,10,10,9,9,-,-,-,-,-,-,9,9,9,-,-,-,-,-,-,-,-,-,10,10,9,10,6,-,-,S¹,-,S¹,-,10,10,10,10,9,9,9,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.0,42.0,9.38
22d,10,10,10,10,10,-,-,-,-,S¹,-,10,10,10,10,9,9,9,-,-,-,-,-,10,10,10,10,10,-,-,S¹,-,S¹,-,10,9,9,9,10,10,10,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32.0,53.0,9.76
22d,10,10,10,9,10,-,-,-,-,-,-,9,9,9,9,9,8,8,-,-,-,-,-,10,10,9,9,10,-,-,S¹,-,-,-,8,9,9,9,9,8,8,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,48.0,9.08
