Tapahtuma,Tapahtuma.1,Tyyppi1,1-Energia,X-Kulma,Y-Kulma,Z-Kulma,Transversaalinen-liike-energia,Eta,Phi,Varaus,Tyyppi2,2-Energia,X-Kulma2,Y-Kulma2,Z-Kulma2,Transversaalinen-liike-energia2,Eta2,Phi2,Varaus2,Massa[GeV],Massa(kg),Phi(deg),Phi2(deg)
165617,78244063,G,44.254,2.91879,-14.1247,41.8376,14.4231,1.7865799999999998,-1.36702,-1,G,24.5915,-0.443938,-9.59867,22.6363,9.60893,1.59228,-1.61701,1,3.73007,6.649453737405522e-27,-78.32447650996863,-92.64784843044315
165617,80519338,G,12.2029,0.1148859999999999,-9.39904,-7.78096,9.39974,-0.754217,-1.55857,1,G,13.2858,1.93133,-12.0152,-5.32996,12.1694,-0.4250649999999999,-1.41142,-1,3.87591,6.90943715140666e-27,-89.29948307569883,-80.86840912034931
165617,80423154,G,10.0546,-1.02294,1.85062,-9.82915,2.11452,-2.2410400000000004,2.07575,1,G,6.893739999999999,1.62674,-0.877685,-6.64048,1.84841,-1.99083,-0.4947729999999999,-1,3.83222,6.831552652245182e-27,118.93171432427282,-28.34840471702441
165617,80634997,G,50.9026,0.8838159999999999,-15.4196,-48.5028,15.4449,-1.86193,-1.51354,1,T,8.01626,-0.845512,-1.35669,-7.854539999999999,1.59859,-2.29531,-2.12811,-1,3.72035,6.632126263570559e-27,-86.71945412422491,-121.93172133957759
165617,81342345,G,19.8976,10.3023,10.1497,13.6657,14.4621,0.841891,0.77794,1,G,12.3031,3.83529,7.22838,9.18676,8.182839999999999,0.965521,1.0829799999999998,-1,3.5755800000000004,6.3740502978208026e-27,44.572678714404326,62.050183297073794
165617,83356460,G,9.01631,-6.79345,-5.919169999999999,0.308361,9.01042,0.034216,-2.42486,1,G,16.0419,-14.0226,-7.34115,-2.6088,15.828,-0.1640839999999999,-2.65931,-1,3.67125,6.544597563437152e-27,-138.93424391008364,-152.36723941692492
165617,84291467,G,10.8085,-0.5571510000000001,3.46491,10.2223,3.5094199999999995,1.7905099999999998,1.73023,-1,G,6.85739,2.41038,2.48677,5.91766,3.4632300000000003,1.30523,0.8009970000000001,1,3.56745,6.35955725643415e-27,99.13487658691389,45.89374750263738
165617,84922521,G,6.08256,2.62126,0.032141,5.48765,2.62146,1.48462,0.012261,-1,T,6.45277,-1.18585,0.1253,6.34075,1.19245,2.37286,3.03632,1,3.89078,6.935945334115086e-27,0.702503552609856,173.96832125115066
165617,86952586,G,8.28012,8.25803,-0.305638,-0.5106970000000001,8.26368,-0.0617609,-0.0369942,1,G,7.0706,6.2506,-2.76112,1.81342,6.83328,0.262361,-0.41596,-1,3.74732,6.680204655476829e-27,-2.11961152646273,-23.83275244626015
165617,88046056,G,15.8346,-6.4280800000000005,-1.96302,14.337,6.7211300000000005,1.50163,-2.84521,1,T,5.29411,-3.40162,0.810153,3.97355,3.49677,0.974578,2.90778,-1,3.63235,6.475252014858957e-27,-163.0185248284062,166.60352175253954
165617,89938427,G,30.2319,4.38011,8.51512,-28.6751,9.57563,-1.81673,1.0957,1,T,5.819459999999999,1.25097,0.000243519,-5.68243,1.25097,-2.21851,0.000194665,-1,3.87776,6.912735075953438e-27,62.778985612480156,0.011153482918913436
165617,96084118,G,43.237,-4.75401,6.30448,42.5097,7.89601,2.38504,2.2169,-1,G,19.7961,-3.07571,5.24113,18.84,6.07696,1.84968,2.10148,1,3.84378,6.852160224007753e-27,127.01901360254382,120.4059347311443
165617,98143919,G,11.6532,-3.4809400000000004,0.576371,-11.1057,3.52834,-1.86411,2.9775,1,G,12.48,-0.943202,3.2104,-12.0226,3.34609,-1.99097,1.85655,-1,3.6851,6.569287430990059e-27,170.5981835001914,106.37247945500597
165617,100216239,G,35.1729,8.69928,-4.37571,-33.7979,9.73777,-1.95767,-0.466042,-1,T,25.7051,8.94858,-4.56461,-23.6607,10.0455,-1.5921299999999998,-0.471689,1,3.64225,6.49290036783901e-27,-26.702239675834157,-27.02578894274451
165617,102328705,G,5.91857,1.55754,3.53577,-4.48226,3.86363,-0.990188,1.15586,-1,T,5.7675,-1.93733,3.66757,-4.00606,4.14781,-0.857001,2.05677,1,3.53272,6.2976454080505815e-27,66.22589970798698,117.84424042911458
165617,102738649,G,8.87101,1.66175,-8.59985,-1.40178,8.75892,-0.159364,-1.37992,1,G,9.79723,-0.5828909999999999,-8.68533,-4.49442,8.70486,-0.495754,-1.63781,-1,3.71443,6.621572905020869e-27,-79.06359206568736,-93.83960064431517
165617,108658526,G,17.5655,-0.5198659999999999,3.63011,17.1781,3.66715,2.24857,1.71304,1,G,12.9817,-2.83675,0.8441129999999999,12.6394,2.95968,2.15832,2.85237,-1,3.57259,6.368720138688442e-27,98.14996213708407,163.42876260971985
165617,108677081,G,22.4343,-2.19026,14.3664,-17.0908,14.5324,-1.00055,1.72209,-1,G,12.1094,0.44056,9.24273,-7.81049,9.25322,-0.7667229999999999,1.52317,1,3.56909,6.3624808219783214e-27,98.66848894167744,87.27121248093584
165617,111703509,G,70.5927,-9.70247,-14.2786,-68.4493,17.2631,-2.0862,-2.16764,1,T,3.2033400000000003,-0.7425109999999999,0.0411292,-3.11404,0.74365,-2.13921,3.08626,-1,3.5702300000000005,6.364513056563905e-27,-124.1966235037296,176.8296724800338
165617,112005110,G,24.5202,12.0942,8.20309,19.6893,14.6137,1.10697,0.5959899999999999,1,G,14.7327,9.61238,3.97822,10.4315,10.4031,0.8833030000000001,0.392401,-1,3.73692,6.661664971538187e-27,34.14771163199968,22.48292117671154
165617,113521119,G,5.38046,2.53494,-2.33447,4.13068,3.44611,1.01511,-0.7442529999999999,-1,T,4.4023,0.373526,0.820364,4.30774,0.901398,2.2681400000000003,1.14353,1,3.70728,6.608826872313051e-27,-42.64255578994724,65.51944274659071
165617,114803410,G,21.1992,-18.1185,-0.8357190000000001,10.9735,18.1378,0.573112,-3.0955,-1,G,14.2004,-11.9176,2.56615,7.28177,12.1908,0.566523,2.92951,1,3.83574,6.837827622193647e-27,-177.35908548273463,167.84855904135875
165617,114508849,G,6.586410000000001,0.919533,6.5191,-0.15943,6.58363,-0.0242137,1.43067,-1,G,5.28124,2.70318,3.88519,2.34061,4.73306,0.476308,0.962917,1,3.8354,6.837221517141806e-27,81.9713528759761,55.17108012139506
165617,116512714,G,11.1862,-3.21942,6.79115,8.28463,7.515610000000001,0.951909,2.01348,1,G,23.0154,-1.71288,14.0603,18.1404,14.1642,1.06664,1.69202,-1,3.5155800000000004,6.267090582790165e-27,115.3639061339934,96.94560485171917
165617,118808439,G,23.1127,4.32005,1.5409,22.6527,4.58663,2.30038,0.342619,-1,G,23.2004,3.9077,-2.12681,22.7695,4.448980000000001,2.33531,-0.498426,1,3.69767,6.591695491288978e-27,19.630622680991458,-28.557706199585688
165617,118492238,G,34.391,-4.33828,9.53082,-32.7578,10.4717,-1.85823,1.99795,-1,G,37.9245,-2.93289,13.7317,-35.2292,14.0414,-1.65055,1.78122,1,3.64543,6.498569232735636e-27,114.47410267815528,102.05638838428577
165617,120703152,G,9.02011,1.35816,1.44699,8.79846,1.98454,2.19482,0.817054,-1,G,8.49814,2.22149,-2.17411,7.90856,3.10834,1.66356,-0.774618,1,3.7976,6.769836896672506e-27,46.813745834278876,-44.38234213486188
165617,123447089,G,10.4227,2.84148,9.89513,-1.62285,10.295,-0.156988,1.29116,1,G,9.25701,-0.502963,8.69426,-3.13654,8.7088,-0.352794,1.62858,-1,3.68843,6.575223695174259e-27,73.9780186761065,93.31076059940945
165617,128079240,G,26.6037,-12.6339,-9.5929,21.3566,15.8632,1.10637,-2.49217,1,G,14.7641,-9.21208,-4.68605,10.5426,10.3354,0.895476,-2.67102,-1,3.54941,6.327398035448272e-27,-142.79082282910898,-153.03817299502305
165617,130807170,G,26.2378,-14.1577,8.39224,-20.4339,16.4581,-1.04231,2.60651,1,G,10.3018,-7.23728,3.2446900000000003,-6.57333,7.93135,-0.754983,2.72013,-1,3.54821,6.3252588411476594e-27,149.3420222586344,155.85196872691034
165617,131764490,G,44.4273,-3.61432,14.6033,41.8026,15.0439,1.74604,1.81342,1,T,4.63457,0.551666,0.847525,4.52166,1.01125,2.20311,0.993779,-1,3.60907,6.4337516454270684e-27,103.90131248460689,56.93934246872769
165617,131433104,G,17.4108,13.8028,-4.31973,-9.69264,14.463,-0.628057,-0.303304,1,G,18.8062,12.6343,-3.71507,-13.4251,13.1692,-0.8950469999999999,-0.285985,-1,3.70942,6.612641768815811e-27,-17.378039109434777,-16.385733504047767
165617,133435508,G,14.1649,-0.403859,-2.52363,13.9321,2.55574,2.39731,-1.72948,1,T,15.9027,3.18541,-1.09973,15.5411,3.3699,2.23331,-0.332428,-1,3.81109,6.793885005935227e-27,-99.09190475227909,-19.046721391973676
165617,139737407,G,7.46116,1.97487,1.22126,7.089860000000001,2.32198,1.83519,0.553838,-1,G,12.4045,2.13962,6.49142,10.351,6.83495,1.20274,1.2524,1,3.74767,6.680828587147842e-27,31.7325799339644,71.75723426217957
165617,140671530,G,21.4531,-0.165022,4.4221,20.9915,4.42518,2.26088,1.6081,1,T,6.40802,1.70677,0.176251,6.17312,1.71585,1.99222,0.1029009999999999,-1,3.8477,6.859148258723086e-27,92.13734303498163,5.89579300767529
165617,137656926,G,19.294,5.230659999999999,18.0338,4.43516,18.777,0.234058,1.28849,1,T,9.83384,0.1170829999999999,9.48826,2.5792200000000003,9.48898,0.268572,1.55846,-1,3.62889,6.469084004625524e-27,73.82503894480656,89.2931805399524
165617,148944534,G,32.6496,-8.98052,-13.3343,-28.4171,16.0765,-1.3346,-2.16351,1,G,14.7606,-4.47081,-8.105410000000001,-11.4969,9.25667,-1.04259,-2.07485,-1,3.74179,6.670346535074839e-27,-123.95999193434058,-118.88014812271103
165617,151456205,G,38.893,10.7373,8.42155,36.4203,13.6459,1.7082099999999998,0.665112,1,T,7.140510000000001,1.82936,-0.036496,6.90129,1.82973,2.03782,-0.0199475,-1,3.753530000000001,6.691274985982502e-27,38.1081105035027,-1.1429075618371343
165617,150693806,G,82.5128,22.733,0.796918,79.3153,22.747,1.9621,0.0350411999999999,-1,T,13.3568,2.86069,1.3099,12.9805,3.14633,2.12473,0.4294,1,3.60237,6.421807810581981e-27,2.007712869073682,24.60280772291593
165617,152660447,G,12.0175,8.1143,-0.00417414,-8.86386,8.1143,-0.945209,-0.000514418,1,G,11.8451,8.96589,-2.96817,-7.148280000000001,9.44443,-0.6986399999999999,-0.319695,-1,3.5310900000000003,6.294739669125584e-27,-0.02947398030555884,-18.317174231433647
165617,154146055,G,15.681,-13.7144,-4.14093,6.37593,14.3259,0.431544,-2.84836,-1,G,13.8181,-11.3506,-0.937724,7.82401,11.3892,0.6419560000000001,-3.05917,1,3.81042,6.792690622450717e-27,-163.19900653387242,-175.27752981302447
165617,146074558,G,15.7159,13.8822,4.161519999999999,-6.07805,14.4926,-0.407978,0.291249,-1,T,10.8612,8.71758,5.64569,-3.17546,10.386,-0.301169,0.574701,1,3.71185,6.616973637274552e-27,16.687338487404613,32.927941781945755
165617,147450684,G,6.66326,-4.213769999999999,-4.30133,-2.85143,6.0214,-0.457429,-2.34591,-1,T,5.7750900000000005,-1.78515,-2.17296,-5.043019999999999,2.81221,-1.34716,-2.25853,1,3.80618,6.785132135921885e-27,-134.4107421175261,-129.40423690367328
165617,156012752,G,24.7955,-5.77669,1.993,-24.0305,6.11083,-2.0782,2.80937,1,G,16.2613,-5.90824,3.12134,-14.8246,6.68207,-1.53732,2.65556,-1,3.64013,6.489121124574595e-27,160.96504409065747,152.15238024375086
165617,155370700,G,17.8488,3.92834,-10.411,-13.9552,11.1275,-1.05016,-1.20999,1,G,11.2395,4.74124,-4.8831,-8.9438,6.80617,-1.087,-0.800136,-1,3.5629800000000005,6.3515887576643685e-27,-69.32732025302991,-45.844415836476614
165617,157641261,G,29.0748,0.402825,-10.1204,27.2534,10.1285,1.7158400000000005,-1.53101,1,G,17.7883,-1.94518,-4.31313,17.1472,4.73148,1.99926,-1.99447,-1,3.74609,6.678011981318703e-27,-87.72041139231838,-114.27471336544977
165617,158012484,G,14.318,7.55139,-1.08849,12.1155,7.62943,1.2426,-0.1431579999999999,1,G,31.11,14.1159,2.26533,27.6302,14.2965,1.4131,0.159124,-1,3.62232,6.457371915829669e-27,-8.202349203533293,9.11713361923911
165617,159398870,G,25.1018,6.38296,5.13008,-23.7283,8.189010000000001,-1.78555,0.677002,-1,G,39.5535,14.5226,6.7728600000000005,-36.162,16.0243,-1.55287,0.436381,1,3.83982,6.84510088281573e-27,38.7893573219132,25.00278955969673
165617,159189699,G,14.8587,-4.46621,-12.2268,-7.16432,13.017,-0.525817,-1.92102,1,G,12.1562,-6.57598,-9.10764,-4.6442,11.2336,-0.402468,-2.19615,-1,3.64313,6.494469110326128e-27,-110.06633836021415,-125.83012617764744
165617,160616682,G,15.638,-4.70677,7.58748,12.8379,8.92881,1.15976,2.12603,1,G,24.9933,-11.345999999999998,9.47794,20.1517,14.7839,1.11634,2.44566,-1,3.69695,6.59041197470861e-27,121.8125461181904,140.1259961239557
165617,161992363,G,17.7459,-4.33197,-7.2097,-15.6256,8.41104,-1.37815,-2.11184,1,G,9.11132,-2.23504,-5.82172,-6.64207,6.23601,-0.926676,-1.93736,-1,3.53784,6.3067726370665304e-27,-120.9995190068998,-111.00255139745786
165617,163577503,G,16.2529,-4.1723300000000005,8.165189999999999,13.4189,9.16945,1.17431,2.0432,1,G,10.1197,-5.008319999999999,5.61736,6.76452,7.525819999999999,0.808005,2.29894,-1,3.7282,6.6461201596204e-27,117.0667367011221,131.7195593537968
165617,164793756,G,21.0271,-1.30231,-15.6326,14.0019,15.6868,0.803354,-1.6539099999999998,1,G,8.124460000000001,1.02037,-7.01222,3.97281,7.086069999999999,0.534791,-1.4263,-1,3.72226,6.635531147832368e-27,-94.76206269447573,-81.72097031950393
166701,672347961,G,42.0622,-5.15585,-7.043260000000001,41.1464,8.7287,2.25473,-2.20269,-1,T,11.403,-0.569521,-3.53807,10.8247,3.58362,1.82494,-1.7304,1,3.57532,6.373586805722336e-27,-126.20484057566298,-99.14461686943112
166701,672584767,G,13.1848,-1.91574,-2.32115,12.8363,3.00962,2.15708,-2.2608,-1,G,20.152,-3.50877,-7.86874,18.2171,8.6156,1.49367,-1.99025,1,3.71075,6.615012709165656e-27,-129.534298323168,-114.03292517590458
166701,673507542,G,34.0029,-9.94277,-0.771537,32.5074,9.97266,1.89751,-3.06415,1,T,3.12337,-0.311813,0.848891,2.98771,0.904347,1.91035,1.92282,-1,3.64599,6.499567523409254e-27,-175.56286279499963,110.1694707633377
166701,672906685,G,11.9285,9.60215,-2.42011,6.649839999999999,9.90243,0.629192,-0.246896,-1,G,20.8159,13.4334,-5.95333,14.7443,14.6935,0.883819,-0.417163,1,3.70687,6.60809598092701e-27,-14.146098778661042,-23.901679269014387
166701,673687724,G,18.1497,7.233510000000001,10.2945,13.0805,12.5817,0.90913,0.958287,-1,G,15.5874,8.34811,9.82858,8.75573,12.8954,0.635361,0.866667,1,3.69355,6.584350924190207e-27,54.905800662249504,49.656361343261246
166701,673772746,G,6.7348300000000005,-0.443497,1.13349,6.62309,1.21716,2.39552,1.94375,1,G,6.6379600000000005,2.48463,-1.02072,6.06927,2.6861200000000003,1.55401,-0.389793,-1,3.68192,6.563618566093435e-27,111.36867142854643,-22.333493783741428
166701,673908463,G,14.7084,3.33494,-1.37631,14.2587,3.60778,2.08305,-0.3914019999999999,1,G,7.80668,-0.0197752,1.42627,7.674539999999999,1.42641,2.38442,1.58466,-1,3.856230000000001,6.874354364876612e-27,-22.425682692977965,90.79432996319504
166701,675373423,G,15.4339,0.45585,-14.5666,5.07948,14.5738,0.341839,-1.53951,1,T,4.87084,1.63115,-3.61499,2.82579,3.96595,0.662887,-1.14693,-1,3.85541,6.872892582104525e-27,-88.20742551817956,-65.71424839693518
166701,675325134,G,17.1424,8.59528,-6.4282900000000005,13.3659,10.7332,1.04464,-0.642147,1,T,19.6513,7.75559,-10.6501,14.5804,13.1747,0.954844,-0.941381,-1,3.70857,6.61112650618621e-27,-36.79231292698485,-53.937158213801396
166701,682038915,G,5.69196,-2.67057,-2.54287,-4.33465,3.68756,-1.0001799999999998,-2.38068,1,T,4.6476,0.682167,-0.84454,-4.51779,1.08563,-2.13314,-0.8913549999999999,-1,3.62114,6.4552683747673984e-27,-136.40291637119583,-51.070879547880125
166701,682520960,G,12.2898,5.34304,4.575819999999999,10.0768,7.03464,1.1567,0.708202,1,G,20.7341,7.7329,11.7198,15.2559,14.0411,0.941246,0.987554,-1,3.50841,6.2543088968440025e-27,40.576985642721255,56.58267624125878
166701,683893533,G,9.43419,-1.61403,-0.892407,9.25156,1.84431,2.31563,-2.63652,1,G,10.0043,0.242337,2.1492,9.76714,2.16281,2.2128,1.45851,-1,3.5613,6.3485938856435085e-27,-151.06146860182184,83.56646737762019
166701,685186631,G,15.8112,15.7257,0.0685746,-1.63763,15.7259,-0.103949,0.00436064,-1,G,10.3041,10.1469,-0.2555719999999999,1.77183,10.1501,0.173688,-0.025182,1,3.54529,6.3200534683495e-27,0.2498462679759108,-1.4428223196983438
166701,685163507,G,7.02417,-0.248396,-3.29639,6.19677,3.30574,1.38608,-1.6460099999999998,1,G,4.92456,-2.67258,-3.13211,2.69952,4.117369999999999,0.615947,-2.27719,-1,3.71089,6.61526228183406e-27,-94.30942603632242,-130.47337614938735
166701,687203593,G,31.7881,-4.92623,29.8326,-9.80924,30.2366,-0.318979,1.73445,1,G,8.59573,-1.61856,7.219069999999999,-4.37501,7.398289999999999,-0.561397,1.79135,-1,3.74183,6.670417841551527e-27,99.3766647764591,102.63679463075326
166701,687724185,G,21.4054,-0.969328,12.2458,-17.5295,12.2841,-1.15357,1.64979,1,G,9.51603,-1.60225,6.90158,-6.35175,7.08513,-0.8062560000000001,1.7989099999999998,-1,3.54815,6.325151881432628e-27,94.52600408288185,103.06995072387213
166701,689207004,G,23.1243,14.6973,16.5868,6.6023,22.1615,0.293678,0.845724,1,G,11.6777,5.2165300000000006,9.61074,4.09612,10.9352,0.366332,1.07351,-1,3.72156,6.634283284490343e-27,48.45641583291884,61.50759226508495
166701,689541204,G,17.1671,-9.41943,14.3115,-1.0731,17.1332,-0.0625921,2.15289,1,G,12.6204,-5.0992,11.4348,1.58344,12.5203,0.126136,1.99027,-1,3.65649,6.518285473539617e-27,123.35151075591169,114.03407109149485
166701,690298546,G,13.9927,-1.7552900000000002,-8.2003,-11.2009,8.38605,-1.1,-1.78167,1,G,61.3354,-6.862019999999999,-42.1428,-44.0332,42.6978,-0.903316,-1.7322099999999998,-1,3.8531,6.868774633075844e-27,-102.08217148506667,-99.24832223034977
166701,693049307,G,24.5389,-19.5396,-7.18622,12.9887,20.8192,0.589196,-2.78917,1,G,24.9856,-18.1097,-10.6981,13.4855,21.0336,0.603783,-2.60801,-1,3.80397,6.781192453084925e-27,-159.8076693444933,-149.427965927904
166701,692942510,G,14.3388,-7.62127,-11.4443,4.0663800000000005,13.7497,0.291592,-2.1583,1,G,12.0325,-6.6581,-10.0216,0.0770005,12.0318,0.00639973,-2.15721,-1,3.68675,6.572228823153403e-27,-123.66148092307743,-123.59902852340818
166784,9163597,G,6.3333900000000005,-1.97299,1.48788,5.83046,2.47112,1.59372,2.49546,-1,G,5.63138,-4.41769,0.0442821999999999,3.49046,4.41791,0.724896,3.13157,1,3.61773,6.4491894976298246e-27,142.97932594370698,179.42574424977138
166784,8580032,G,38.0251,18.9525,1.99404,32.9048,19.0571,1.31425,0.104827,1,T,30.6218,12.2897,1.35958,28.0142,12.3647,1.5565,0.11018,-1,3.73472,6.657743115320397e-27,6.006144679017486,6.3128489867509945
166784,10110554,G,29.1232,-20.3174,-5.426830000000001,-20.147,21.0297,-0.8513809999999999,-2.88058,1,T,32.4577,-23.9821,-2.4332700000000003,-21.7354,24.1053,-0.8101189999999999,-3.04048,-1,3.72027,6.631983650617185e-27,-165.04507654978383,-174.20667169392505
166784,11817772,G,44.1031,3.12422,16.2334,40.8875,16.5313,1.6372799999999998,1.38066,-1,G,21.0365,0.987901,9.95424,18.5057,10.0031,1.37446,1.47188,1,3.59361,6.4061916921875076e-27,79.10599094252703,84.33251194971005
166784,11851198,G,7.7982,7.02498,2.9214900000000004,1.70743,7.608239999999999,0.222577,0.3941139999999999,1,G,11.4661,11.2188,1.95992,-1.3254,11.3887,-0.116117,0.172953,-1,3.78184,6.741742144857791e-27,22.58106884701743,9.909476954125473
166784,12399992,G,23.0716,7.323360000000001,-6.4223300000000005,20.9143,9.74053,1.50757,-0.7199409999999999,-1,G,33.0028,10.5672,-13.3112,28.2899,16.9958,1.28269,-0.8998120000000001,1,3.71412,6.621020279826545e-27,-41.24958079842528,-51.55542995522224
166784,13548897,G,45.9585,2.6234,-41.2335,-20.1268,41.3168,-0.469674,-1.50726,1,T,9.48505,-0.956114,-8.70848,-3.63365,8.760810000000001,-0.403706,-1.68015,-1,3.52807,6.289356030135708e-27,-86.35963662888278,-96.26550394889892
166784,15183586,G,7.49025,3.42626,3.21618,5.83177,4.69926,1.04196,0.753782,-1,T,3.70983,-0.73506,0.8752270000000001,3.52779,1.14295,1.84547,2.26937,1,3.72264,6.636208559360895e-27,43.188527272927374,130.02532315359505
166784,15952386,G,6.57073,-0.942489,1.7939599999999998,-6.2495400000000005,2.02647,-1.84466,2.05453,-1,G,7.377110000000001,2.14552,-0.152555,-7.055789999999999,2.1509400000000003,-1.90356,-0.0709843999999999,1,3.65639,6.5181072073479e-27,117.71589788300527,-4.067106531268168
166784,16039826,G,10.5148,1.29919,-10.3228,1.51671,10.4043,0.145267,-1.4456,-1,T,28.8842,-2.08564,-28.1519,6.11629,28.2291,0.215006,-1.64475,1,3.61882,6.451132599119548e-27,-82.82677886410636,-94.23723335413595
166784,15996411,G,11.9304,-6.27583,-9.3165,-4.01754,11.2331,-0.350434,-2.1636,1,G,14.4144,-5.06471,-13.2618,-2.4973,14.196,-0.175021,-1.9356,-1,3.63565,6.48113479918564e-27,-123.96514855449676,-110.90171082551484
166784,18005199,G,24.3958,13.0937,-5.06583,19.9508,14.0395,1.15015,-0.369154,-1,G,14.2907,8.64229,-5.27316,10.0855,10.124,0.878682,-0.547855,1,3.88771,6.930472562029352e-27,-21.150966190371,-31.38977928513765
166784,19643391,G,21.7266,-3.57526,15.0614,15.245,15.4799,0.8706010000000001,1.80386,-1,T,14.3455,-4.76462,8.33071,10.6621,9.59699,0.957717,2.09032,1,3.64452,6.496947010391005e-27,103.35356483246187,119.76651383177835
166784,20410674,G,10.1481,-8.49956,1.90869,5.2045,8.71124,0.566635,2.92069,-1,G,4.31337,-3.65585,2.27543,0.226225,4.30614,0.0525113,2.58486,1,3.7921,6.76003225612803e-27,167.34321026605338,148.1015686321762
166784,21243510,G,20.4962,11.3254,-12.3058,11.8484,16.7242,0.6595840000000001,-0.8268620000000001,-1,G,17.1687,9.562,-7.666980000000001,12.0224,12.2562,0.867822,-0.675849,1,3.69203,6.581641278076098e-27,-47.37570283974316,-38.72329528813463
166784,20507656,G,9.07059,1.6853,-0.977941,8.8582,1.94849,2.21932,-0.52579,1,G,7.070360000000001,-1.52129,1.12191,6.812180000000001,1.89024,1.99387,2.50616,-1,3.86285,6.886155586768324e-27,-30.12554791018157,143.59239078449693
166784,20910698,G,9.31447,-1.97637,-0.628117,-9.08007,2.07378,-2.18265,-2.83387,1,G,8.91351,0.118022,2.3380400000000003,-8.59995,2.34101,-2.01235,1.52036,-1,3.64677,6.500957999704653e-27,-162.36879068872793,87.11021134050411
166784,22774726,G,6.34424,-0.528805,2.84524,-5.64475,2.89396,-1.42129,1.75456,-1,G,5.2109,2.75935,2.2792,-3.78596,3.57893,-0.921691,0.690388,1,3.65345,6.512866181311398e-27,100.52888290246709,39.556318626475274
166784,23589392,G,18.8297,-0.0782747,17.1999,7.661810000000001,17.2001,0.431899,1.57535,1,G,12.3387,-0.959713,12.0663,2.39059,12.1044,0.196236,1.65017,-1,3.5816,6.384781922562209e-27,90.26090625592829,94.54777647909683
166784,24715138,G,16.5712,-9.8931,-9.58774,-9.20839,13.7767,-0.626588,-2.37187,1,G,22.166,-9.75088,-15.3657,-12.6546,18.1984,-0.6488659999999999,-2.13626,-1,3.74474,6.675605387730514e-27,-135.8981405536856,-122.39868194260917
166784,29170017,G,11.0469,-4.5728800000000005,7.73077,6.43017,8.98198,0.665641,2.10495,1,G,18.3798,-5.46681,15.6947,7.84843,16.6109,0.4562489999999999,1.90597,-1,3.5365900000000003,6.3045443096700596e-27,120.60475108605469,109.20403687854231
166784,29593325,G,15.5763,-12.1723,3.50349,-9.06479,12.6665,-0.665441,2.86134,1,G,11.5321,-9.20488,5.06612,-4.75207,10.5069,-0.4381279999999999,2.63846,-1,3.67911,6.558609286106167e-27,163.9427057519522,151.1726224140772
166784,25795830,G,12.3893,-2.87283,-0.950095,-12.0137,2.9702,-2.08759,-2.82171,1,G,10.5017,-0.8365530000000001,-3.91043,-9.70993,3.99891,-1.62021,-1.78155,-1,3.83389,6.834529697646868e-27,-161.67207400984887,-102.07529599152508
166784,25901201,G,7.019430000000001,-6.04585,-2.7834,-2.22746,6.6558,-0.328713,-2.71014,1,G,11.6718,-7.35027,-4.934,-7.60585,8.823039999999999,-0.778155,-2.5505,-1,3.6951,6.587114050161831e-27,-155.2795838895747,-146.13288564810682
166784,28241618,G,8.92418,-1.50019,-5.9162300000000005,6.50981,6.10347,0.927675,-1.81913,1,G,8.575439999999999,-3.5994900000000003,-6.953180000000001,3.4962699999999995,7.829619999999999,0.432896,-2.04848,-1,3.80615,6.785078656064369e-27,-104.22847138562658,-117.36925841695115
166784,27468448,G,40.5831,8.7354,11.8934,-37.805,14.7567,-1.6699700000000002,0.937306,-1,G,19.9122,4.4728,8.101989999999999,-17.6306,9.25463,-1.40035,1.06637,1,3.50866,6.254754562323297e-27,53.7036779122856,61.098500399361576
166784,32200758,G,24.7968,3.72917,-7.91391,23.202,8.74852,1.70229,-1.13044,1,G,19.1077,5.80641,-7.106889999999999,16.7592,9.17727,1.3630799999999998,-0.885768,-1,3.76227,6.70685545113863e-27,-64.76944099276452,-50.75076802774056
166784,33142519,G,4.90552,-4.59671,1.14543,1.26934,4.73727,0.264841,2.89738,-1,G,6.53736,-6.23307,-1.20149,-1.55922,6.34781,-0.243226,-2.9511700000000003,1,3.68351,6.566452998541747e-27,166.00764564560353,-169.08958562561202
166784,38480228,G,14.4706,-6.6377,-2.6257900000000003,12.587,7.1382,1.33249,-2.7649,-1,G,12.8079,-7.92905,-4.40246,9.04326,9.06926,0.879345,-2.6347400000000003,1,3.82917,6.826115533397793e-27,-158.41710077571088,-150.9594821142886
166784,39922424,G,9.9789,-3.36577,0.374225,-9.3861,3.38651,-1.74364,3.03086,1,G,19.9952,-9.13474,-3.54981,-17.4285,9.80024,-1.33989,-2.77095,-1,3.61629,6.44662246446909e-27,173.65548629500924,-158.76374024176502
166784,42177001,G,31.948,-21.1289,-1.07099,23.9392,21.156,0.97141,-3.09095,-1,G,23.2593,-17.2187,0.835001,15.6143,17.2389,0.8131390000000001,3.09314,1,3.57485,6.372748954621263e-27,-177.09838968595014,177.2238674430838
166784,45241209,G,57.1208,-18.3682,11.2802,52.8975,21.5554,1.63002,2.59086,1,T,3.91437,-0.291275,0.957518,3.78278,1.00084,2.03983,1.8661,-1,3.83466,6.835902347323095e-27,148.4453433092547,106.91965414935589
166784,46911993,G,17.6394,7.0054300000000005,-6.5211,14.8168,9.57083,1.22116,-0.749607,-1,G,5.70865,3.44687,-0.40859,4.53097,3.471,1.08173,-0.117989,1,3.67772,6.556131386041292e-27,-42.94931739346027,-6.7602717289686245
